pH,EC,TDS,Temperature,DissolvedOxygen,Moisture,Label
8.0,374.3,166.3,23.2,6.43,26.2,1
6.64,254.9,207.2,24.8,7.02,18.2,1
6.45,221.3,197.0,27.1,4.85,38.7,0
5.42,452.3,132.7,20.0,5.3,35.8,0
7.08,240.3,334.6,28.3,5.04,16.7,1
8.63,335.3,81.0,21.6,6.93,29.1,0
7.22,319.6,257.5,24.1,5.92,24.3,1
6.98,475.4,191.9,28.7,5.61,14.0,1
7.26,416.6,352.1,26.0,4.46,15.9,0
6.99,144.6,227.3,26.0,5.92,17.3,1
6.35,157.5,171.2,21.5,5.32,29.4,0
7.66,369.5,180.2,21.9,6.29,25.4,1
7.18,292.3,203.2,27.8,4.63,20.4,0
7.01,245.4,108.6,23.2,6.21,26.1,1
6.22,421.9,138.7,23.5,5.47,37.5,0
8.04,322.5,57.2,27.9,4.5,33.6,0
7.53,306.3,126.2,21.9,4.41,40.0,0
6.56,393.6,207.5,25.8,4.59,27.7,0
7.8,255.0,224.0,25.1,5.75,46.0,1
6.6,488.2,41.7,25.0,6.15,33.5,1
6.37,205.4,189.0,23.4,6.32,25.1,0
6.39,378.8,245.1,23.3,6.37,30.9,0
5.58,472.1,187.0,21.8,5.09,17.5,0
7.38,134.7,149.3,26.4,7.27,26.9,1
5.54,258.8,167.0,23.0,5.47,34.3,0
6.02,437.1,156.7,27.9,6.54,36.1,0
5.34,438.9,149.1,24.3,5.8,25.9,0
6.93,279.4,213.9,21.8,6.45,57.3,1
6.88,211.8,384.6,24.3,5.74,28.3,1
6.74,414.7,140.5,23.8,6.47,13.2,1
6.17,442.0,174.5,28.0,5.99,42.1,0
6.06,160.2,195.9,23.9,6.98,36.1,0
7.37,155.5,145.0,24.2,5.02,32.3,1
6.56,327.0,287.9,29.2,3.88,25.4,0
7.25,375.5,10.3,26.5,4.83,33.9,0
6.29,264.1,157.5,30.0,7.28,46.2,0
7.14,381.5,265.5,28.8,5.81,32.0,1
8.04,214.8,176.5,22.3,6.11,15.3,1
7.47,46.2,134.3,28.0,4.74,-4.5,0
6.67,249.1,235.3,29.6,6.08,33.8,1
7.21,307.6,272.5,29.6,4.77,20.1,0
6.81,266.9,216.9,28.0,4.95,29.0,0
7.01,161.0,135.9,27.9,5.52,21.9,1
6.74,82.1,236.5,24.1,6.53,21.2,1
6.87,238.3,167.8,22.5,6.66,22.3,1
7.17,407.7,259.6,23.9,6.69,23.3,1
6.21,450.7,318.7,20.0,4.09,37.8,0
6.19,442.5,-8.4,29.0,5.99,35.7,0
5.89,202.1,208.9,24.2,5.76,17.9,0
5.72,161.6,61.1,28.9,4.16,19.3,0
6.03,359.6,395.3,21.3,6.02,33.8,0
7.13,376.2,162.6,28.2,5.7,40.5,1
6.29,348.0,259.7,23.5,6.61,40.4,0
7.41,58.3,197.2,21.1,6.1,20.0,1
7.03,196.0,135.8,29.9,5.34,39.9,1
5.43,296.4,126.2,28.3,7.11,12.2,0
7.52,358.5,326.9,25.6,3.33,28.0,0
7.65,392.1,276.5,25.1,5.92,34.9,1
6.2,317.3,355.5,26.3,3.88,9.2,0
7.34,339.7,204.4,25.6,4.91,50.9,0
6.31,310.2,223.0,22.6,6.63,43.3,0
7.08,382.3,178.6,23.8,4.47,36.5,0
5.99,337.5,177.0,30.9,4.29,20.3,0
5.57,307.9,116.6,33.0,8.86,29.3,0
6.69,267.8,206.7,29.7,4.37,37.9,0
6.9,309.8,136.9,26.4,7.98,18.8,1
6.68,358.2,235.4,24.0,5.79,28.2,1
6.05,332.1,213.6,22.6,5.37,39.1,0
6.68,345.7,223.0,22.8,6.68,15.1,1
7.22,461.1,334.0,23.3,7.6,33.3,1
6.96,331.8,197.0,31.5,4.62,12.5,0
7.15,222.1,260.5,30.4,5.39,20.6,1
6.46,406.0,364.1,27.2,7.02,25.0,0
7.94,136.1,304.5,22.1,6.35,35.1,1
6.06,170.2,292.3,27.7,7.32,23.0,0
7.39,340.3,175.5,24.3,6.62,31.3,1
7.95,362.0,218.4,18.5,8.17,23.1,1
7.38,150.6,94.5,25.9,6.21,24.7,1
6.84,254.1,239.9,22.5,6.27,42.5,1
6.58,227.3,222.0,22.6,6.39,18.5,1
7.83,241.6,201.9,24.2,5.83,37.6,1
5.86,413.2,282.2,23.5,7.02,30.0,0
6.22,384.8,103.4,24.9,6.28,24.2,0
6.68,297.7,330.8,24.8,6.95,17.8,1
7.99,234.5,272.1,19.4,7.13,18.5,1
7.3,138.0,194.3,29.6,6.51,22.6,1
6.23,470.4,188.1,22.0,6.6,28.5,0
6.75,371.1,238.4,22.1,4.79,36.0,0
6.51,215.2,321.7,24.0,5.34,27.0,1
6.43,386.4,208.1,24.7,7.01,27.7,0
7.78,291.6,211.5,29.4,7.71,29.2,1
5.9,265.5,201.4,25.8,3.67,34.8,0
8.29,352.2,342.6,26.7,5.32,36.4,1
7.66,211.0,170.5,25.8,6.03,16.1,1
7.87,258.7,197.6,25.7,4.94,27.2,0
6.63,314.6,317.1,25.9,5.01,42.3,1
6.88,240.1,211.8,19.2,6.57,16.8,1
5.85,380.3,291.0,24.3,7.9,30.7,0
6.58,524.3,127.1,28.5,3.56,28.3,0
7.39,209.5,183.6,36.8,5.8,24.3,1
8.04,100.2,318.8,21.4,6.56,45.9,1
6.11,59.8,145.9,26.3,6.94,30.4,0
6.71,281.9,187.9,23.3,6.38,45.1,1
6.88,220.4,220.5,31.1,8.11,30.1,1
5.88,324.9,120.9,20.9,6.03,34.6,0
7.47,315.9,166.9,26.9,7.57,24.2,1
6.42,107.6,209.0,20.8,5.22,24.3,0
6.84,82.2,203.7,24.0,6.07,34.1,1
6.64,335.5,302.4,24.9,4.54,34.3,0
6.37,316.3,323.3,28.2,7.08,36.0,0
6.99,248.9,131.5,21.8,5.86,33.8,1
6.83,101.1,208.9,27.0,6.43,16.6,1
6.7,356.6,253.9,25.1,5.62,21.9,1
6.42,452.6,321.3,25.8,6.7,38.5,0
7.26,333.4,257.5,27.9,6.48,10.4,1
8.32,198.3,223.3,21.2,4.81,32.9,0
7.11,305.3,253.3,27.4,4.88,28.9,0
7.8,136.1,253.9,23.3,5.97,38.5,1
5.89,427.0,125.8,28.3,6.79,34.2,0
7.13,309.8,215.4,26.0,8.24,23.4,1
6.12,87.8,316.7,24.4,6.36,22.9,0
5.82,263.9,183.4,23.2,7.21,24.8,0
6.41,355.6,210.4,27.5,4.06,35.8,0
7.95,260.0,180.6,28.8,8.42,7.0,1
7.76,266.9,14.9,23.4,6.73,31.6,1
7.19,153.1,201.6,21.6,5.94,21.2,1
5.77,368.0,224.1,27.1,5.8,31.9,0
6.84,222.2,159.0,20.7,4.67,33.4,0
7.24,41.2,107.6,21.1,5.01,13.4,1
7.14,255.4,129.6,21.8,8.29,27.7,1
5.52,417.7,261.1,23.8,4.81,31.6,0
6.29,253.6,357.8,21.0,4.79,30.9,0
6.95,508.6,310.6,19.2,5.16,28.8,1
7.43,351.5,92.5,21.6,4.56,17.8,0
5.24,340.7,268.4,26.9,6.02,19.3,0
6.87,284.6,146.9,21.2,7.31,16.2,1
7.11,291.8,153.4,24.0,5.27,35.5,1
7.68,268.4,163.0,30.8,4.35,28.8,0
7.55,263.7,256.5,24.9,6.35,29.5,1
7.47,363.7,276.7,26.0,5.93,12.9,1
6.36,187.7,192.2,22.2,7.2,29.7,0
5.47,170.9,193.5,31.5,5.45,36.3,0
6.69,165.2,237.1,23.4,5.69,11.6,1
7.8,545.5,245.4,24.3,5.82,24.6,1
8.11,363.6,294.1,29.0,6.11,14.3,1
7.57,336.5,97.3,24.5,5.53,25.8,1
7.34,173.1,201.6,25.1,5.33,21.0,1
7.3,374.8,114.6,24.2,3.78,33.8,0
6.56,286.0,195.9,24.2,5.32,31.7,1
6.9,325.7,181.9,26.1,6.86,42.9,1
8.34,182.8,196.3,26.7,7.02,29.5,1
6.25,319.2,136.0,23.1,5.43,33.4,0
8.29,249.1,81.0,22.7,7.56,24.4,1
6.74,208.1,32.4,23.2,5.97,19.0,1
8.06,388.1,189.5,20.8,4.39,38.3,0
5.87,115.5,165.5,20.2,4.02,42.4,0
7.47,367.8,145.9,25.9,7.46,37.1,1
6.41,382.1,305.8,27.8,5.55,31.3,0
5.87,194.4,131.2,27.6,4.54,20.3,0
7.17,201.6,313.3,17.9,3.29,41.4,0
7.81,273.2,329.9,24.3,5.53,35.8,1
6.32,333.8,43.9,21.7,6.49,50.2,0
5.8,281.7,207.4,25.4,5.16,18.5,0
6.93,352.0,168.0,23.7,4.74,38.6,0
6.93,511.6,-32.9,26.8,5.34,35.5,1
7.44,239.1,84.4,24.9,7.49,26.6,1
7.76,94.2,262.0,19.3,4.33,43.6,0
6.95,399.1,361.5,22.1,5.23,34.0,1
8.48,502.0,272.2,25.0,7.45,20.6,1
7.18,347.1,225.9,25.3,6.59,28.8,1
6.72,169.5,198.3,20.8,6.21,20.5,1
5.71,285.1,334.6,20.4,5.22,25.3,0
6.79,165.8,371.9,25.2,6.04,37.0,1
6.73,377.1,153.1,20.8,5.35,39.9,1
7.77,137.8,40.0,20.0,4.97,32.2,0
7.37,264.0,32.1,23.7,4.7,22.5,0
6.06,179.5,305.8,23.5,6.94,33.8,0
7.14,315.2,196.2,22.4,5.93,37.2,1
7.54,256.0,214.7,22.9,6.38,10.3,1
8.22,321.2,56.7,25.0,6.18,31.2,1
7.71,302.7,139.7,22.8,6.53,28.1,1
7.61,181.6,176.4,25.2,5.69,39.5,1
7.05,375.2,216.6,23.9,5.42,33.9,1
7.31,294.1,168.1,25.5,5.02,34.8,1
8.0,181.4,117.0,27.6,4.3,25.2,0
5.93,568.9,137.2,27.5,4.65,30.0,0
6.72,357.2,296.7,28.9,5.56,39.4,1
6.38,281.6,219.6,27.5,4.08,29.4,0
7.3,469.8,249.0,25.7,4.34,31.7,0
7.98,521.0,128.1,23.7,7.25,14.6,1
6.52,282.6,-36.3,23.8,6.27,29.3,1
5.09,341.7,158.2,22.4,5.46,9.9,0
6.67,181.4,130.7,25.0,8.73,24.8,1
7.73,282.3,227.9,27.1,4.02,30.6,0
7.43,276.1,462.9,22.8,7.17,37.7,1
7.34,322.2,255.6,24.9,5.87,20.0,1
6.78,339.9,418.9,23.0,6.94,33.7,1
5.98,367.2,245.5,25.6,6.13,44.7,0
7.41,328.5,149.6,23.4,3.75,23.6,0
6.33,154.7,227.8,22.8,6.11,14.5,0
8.75,187.4,342.5,23.0,6.4,32.9,0
7.46,234.4,346.4,26.5,3.37,18.1,0
6.54,266.1,154.0,24.7,8.33,21.8,1
6.51,426.1,220.3,23.7,6.37,39.2,1
6.93,160.4,85.7,25.8,6.81,48.8,1
6.81,257.1,266.0,23.8,4.6,20.0,0
7.89,414.4,324.3,28.4,6.83,22.6,1
7.15,264.0,203.2,22.1,7.31,25.6,1
6.41,355.2,146.6,24.4,6.3,24.5,0
8.51,283.3,228.8,20.8,5.99,49.3,0
7.04,330.8,233.4,24.0,4.93,24.7,0
7.62,272.6,206.5,20.0,5.74,26.1,1
6.51,380.0,214.3,27.2,5.39,46.2,1
7.29,114.6,186.1,27.3,6.69,35.8,1
7.25,256.4,279.7,27.4,4.98,39.9,0
5.49,335.6,258.9,25.1,6.68,20.9,0
8.61,364.0,121.4,22.4,4.99,24.7,0
8.03,479.2,119.2,22.6,5.69,19.6,1
6.68,253.1,179.7,29.6,6.74,38.0,1
6.12,477.5,258.9,29.3,5.16,42.3,0
7.28,220.9,211.8,25.4,6.78,24.0,1
7.07,459.4,148.5,23.5,6.66,26.4,1
7.28,398.1,220.9,29.1,5.67,26.8,1
7.15,190.4,173.5,22.9,7.39,14.5,1
7.4,336.8,270.4,25.7,6.09,23.3,1
8.16,293.9,226.6,29.1,7.32,37.7,1
7.45,375.1,174.8,22.5,8.15,21.2,1
6.16,273.2,218.5,27.5,5.71,30.9,0
8.09,263.1,305.2,26.6,6.77,16.9,1
8.31,464.3,154.4,24.9,5.23,28.6,1
9.52,288.2,232.2,22.0,4.76,24.4,0
6.1,399.2,194.4,22.8,5.77,17.8,0
7.19,273.0,234.2,25.9,4.36,37.9,0
5.33,500.0,147.6,20.7,4.87,38.5,0
7.44,218.6,208.8,25.4,6.71,20.3,1
6.56,226.3,288.6,26.6,5.38,27.8,1
8.54,482.9,125.0,28.0,6.85,30.4,0
6.38,246.6,93.6,20.8,6.36,11.9,0
5.65,492.1,96.7,28.9,8.22,16.0,0
6.62,407.0,106.3,30.1,6.63,42.9,1
5.42,281.4,247.6,26.2,7.34,19.3,0
7.6,82.4,87.5,21.9,6.48,42.6,1
5.35,297.7,176.2,24.0,6.37,16.5,0
7.02,312.2,249.5,24.9,7.4,36.6,1
5.34,440.1,233.3,25.8,6.8,26.9,0
6.74,490.6,169.2,25.1,6.25,28.3,1
8.31,217.8,215.3,25.8,6.25,48.6,1
7.29,396.1,208.6,24.7,6.65,17.5,1
6.31,391.8,182.1,25.8,5.19,35.9,0
6.98,428.8,183.1,23.6,5.14,35.5,1
7.01,359.8,378.8,24.0,7.71,63.5,1
7.38,66.9,264.7,23.3,8.24,19.2,1
5.91,281.3,398.5,30.8,4.89,23.7,0
7.47,161.3,160.2,29.4,5.2,38.2,1
4.84,275.7,193.2,26.7,7.37,28.0,0
6.5,417.6,93.4,29.0,6.64,25.4,1
6.61,336.6,135.2,27.4,6.81,39.6,1
7.51,437.8,352.2,25.5,7.08,27.3,1
7.02,341.0,158.2,20.5,5.71,21.1,1
5.88,144.2,353.5,24.2,6.4,37.3,0
6.21,-2.5,100.5,24.0,6.3,33.8,0
7.16,317.9,115.7,21.6,4.97,26.9,0
6.94,274.3,172.7,20.5,6.38,26.4,1
6.54,182.8,194.9,26.5,7.49,20.9,1
6.62,95.9,273.8,26.0,5.6,37.3,1
7.56,211.8,236.1,21.5,6.18,26.4,1
6.59,276.7,166.7,22.8,6.25,22.3,1
6.93,379.9,189.3,28.5,5.66,17.1,1
8.74,322.6,174.5,22.4,6.81,33.9,0
5.86,493.0,126.8,25.5,5.18,24.9,0
5.52,175.7,129.0,24.4,7.6,9.9,0
7.63,405.7,282.2,26.5,6.75,18.0,1
6.46,305.7,53.7,22.4,4.88,27.7,0
6.75,383.4,329.4,25.3,8.04,27.9,1
6.38,247.6,172.6,25.5,6.2,27.6,0
6.79,428.6,138.2,25.7,5.13,26.2,1
8.28,335.4,259.2,25.2,7.33,15.2,1
7.64,218.5,318.8,26.0,6.59,21.3,1
7.69,298.6,289.4,31.6,3.87,41.8,0
5.87,271.3,240.1,32.7,5.37,40.4,0
6.08,358.7,286.9,23.1,6.33,35.8,0
4.73,158.4,62.7,18.0,3.41,34.9,0
6.35,296.5,158.3,26.8,6.1,39.0,0
7.77,347.4,127.1,25.6,6.19,18.8,1
7.41,304.0,298.0,28.2,4.58,30.3,0
6.82,461.6,169.3,25.9,6.32,18.8,1
6.98,392.9,267.6,25.2,6.01,19.0,1
6.45,299.1,242.9,28.4,4.57,33.7,0
7.16,326.0,131.0,28.8,7.1,39.5,1
7.61,335.5,153.0,20.8,7.01,28.1,1
5.71,348.4,303.5,22.6,5.65,46.5,0
7.24,80.9,138.0,24.7,5.76,32.1,1
7.75,263.8,210.0,25.3,6.87,22.2,1
6.67,121.9,137.4,24.3,5.76,19.1,1
7.56,453.4,174.9,26.3,3.68,40.2,0
9.25,292.7,196.3,28.0,6.58,31.3,0
6.92,276.8,137.4,30.2,5.02,36.8,1
7.31,407.6,123.2,26.7,5.53,3.4,1
6.41,350.7,222.9,22.4,7.75,32.4,0
7.15,164.6,132.4,24.6,5.84,24.9,1
7.37,291.5,135.1,24.8,6.0,16.1,1
7.16,259.8,124.9,26.5,6.61,29.4,1
6.18,90.7,193.8,26.2,6.61,40.9,0
7.17,217.2,275.5,31.2,4.9,52.7,0
8.17,278.0,320.5,23.6,5.93,32.4,1
7.36,286.2,141.9,26.2,6.04,22.9,1
7.77,122.1,372.0,32.1,6.33,22.3,1
6.81,438.2,119.6,23.2,6.35,39.6,1
7.6,287.7,286.7,25.4,9.1,20.0,1
7.22,304.5,142.3,22.2,4.59,36.2,0
6.24,348.1,130.3,25.2,7.18,32.9,0
7.25,205.4,140.4,22.7,7.42,31.8,1
6.21,354.8,195.8,28.1,6.59,14.3,0
6.49,256.0,246.4,25.4,5.22,26.4,0
7.15,192.4,253.6,22.2,8.0,15.4,1
7.24,368.8,124.5,27.5,3.37,24.1,0
6.05,479.0,120.8,25.5,5.18,39.2,0
7.84,387.0,126.7,27.9,7.41,42.3,1
7.46,410.8,191.1,21.6,5.56,32.1,1
6.44,237.5,183.2,26.1,7.92,24.3,0
5.77,108.3,124.0,27.3,4.19,45.9,0
6.88,478.8,221.6,23.7,4.67,24.2,0
6.64,546.5,381.0,21.2,5.36,18.6,1
7.09,485.1,159.6,24.9,6.5,37.0,1
6.71,259.7,165.3,28.7,5.73,34.6,1
5.39,161.4,244.8,28.4,5.41,24.6,0
6.69,172.1,155.3,23.7,7.7,31.0,1
6.76,98.0,253.5,21.2,7.82,34.4,1
7.51,287.1,142.5,23.7,5.5,32.0,1
6.44,492.7,346.6,23.6,3.95,34.6,0
8.34,283.0,227.6,26.3,3.41,24.9,0
5.47,336.3,150.4,24.7,6.29,35.3,0
8.05,465.1,152.9,22.7,6.79,30.2,1
6.82,251.5,158.9,28.3,6.08,25.3,1
7.69,544.3,309.8,25.4,5.91,27.5,1
7.06,539.1,98.5,26.3,5.03,29.0,1
7.91,284.3,146.6,19.8,6.79,15.5,1
6.69,230.7,155.1,17.7,8.01,23.6,1
6.12,383.7,198.7,20.7,3.34,30.6,0
8.14,258.3,178.3,23.6,5.91,16.5,1
6.91,161.2,80.7,26.7,4.84,23.8,0
7.18,453.7,168.0,18.0,4.21,53.8,0
7.99,446.0,192.0,29.8,4.64,18.7,0
6.17,318.7,149.8,25.5,6.46,26.2,0
7.48,148.5,254.9,29.1,6.49,21.7,1
6.53,152.5,273.6,22.3,7.75,28.8,1
6.89,312.9,193.7,26.5,6.01,21.9,1
7.06,240.0,218.4,25.3,3.89,27.6,0
5.8,259.1,27.1,27.5,5.71,22.8,0
6.38,422.6,166.3,24.3,4.34,40.6,0
8.08,388.0,280.4,26.4,4.55,30.8,0
7.71,465.4,166.1,28.3,6.7,20.0,1
6.95,181.1,141.0,23.0,6.23,38.4,1
7.19,258.8,382.2,25.7,6.71,20.4,1
6.76,391.1,345.5,19.3,5.57,14.4,1
8.09,353.8,237.4,27.1,6.95,30.0,1
6.84,483.9,291.1,30.9,5.5,49.1,1
7.19,350.5,21.9,21.3,7.34,11.7,1
7.92,521.8,137.0,24.7,6.41,16.7,1
6.38,364.8,162.4,27.6,5.75,37.5,0
8.25,427.5,181.1,25.1,6.25,23.6,1
5.78,261.2,160.8,25.5,5.98,36.1,0
8.3,301.7,-4.0,23.8,7.92,21.6,1
6.7,409.3,230.9,23.7,6.29,31.4,1
6.81,493.6,243.5,24.7,6.0,47.4,1
5.49,387.5,328.2,25.1,5.71,18.1,0
6.64,290.0,136.9,21.5,7.01,40.2,1
6.17,465.3,130.4,24.8,6.85,36.8,0
6.51,37.0,-14.4,29.7,5.67,15.1,1
6.89,129.3,176.5,23.7,4.61,35.6,0
7.77,381.8,272.1,21.3,4.92,30.7,0
7.17,301.7,151.1,24.5,5.78,30.9,1
7.25,372.7,371.5,22.9,7.62,33.4,1
6.12,307.7,179.5,21.0,5.7,26.5,0
6.3,368.5,211.8,25.4,5.29,30.7,0
8.44,202.3,91.0,22.9,3.89,32.4,0
6.41,368.5,223.0,23.1,7.82,37.5,0
8.32,419.3,41.7,25.5,6.68,14.7,1
6.81,446.5,255.5,20.4,6.96,42.9,1
7.0,541.6,258.0,19.8,7.15,18.4,1
7.86,329.3,308.7,27.0,5.8,37.6,1
8.02,332.9,118.4,19.2,6.1,30.8,1
6.91,117.2,212.8,22.1,7.79,17.2,1
6.69,236.2,245.1,19.6,6.22,35.3,1
6.96,276.8,235.4,23.5,6.71,20.5,1
7.27,426.0,130.8,26.3,7.04,40.7,1
7.71,226.7,8.6,25.3,6.77,22.9,1
7.0,395.6,227.8,32.2,5.85,15.1,1
7.5,299.8,187.8,28.3,5.96,45.3,1
8.31,278.7,154.7,22.2,6.93,31.8,1
7.31,329.9,261.1,21.4,6.93,38.7,1
7.25,253.1,196.4,33.1,7.4,21.5,1
5.78,248.5,94.5,28.2,6.66,11.1,0
4.9,95.4,45.5,26.8,6.72,46.8,0
7.31,270.2,109.7,25.2,5.46,29.9,1
6.92,242.4,391.4,25.8,5.3,34.9,1
6.59,238.1,257.8,20.6,6.94,36.6,1
7.19,350.0,215.1,25.5,5.31,26.6,1
6.95,379.0,185.5,25.2,5.98,32.3,1
7.9,327.9,180.2,22.3,7.65,45.9,1
7.07,419.4,293.4,23.4,7.46,29.7,1
6.4,369.1,160.8,29.5,6.36,39.4,0
7.79,264.6,246.2,24.6,5.64,10.1,1
6.83,244.5,172.1,31.2,5.85,41.2,1
7.42,337.5,355.2,19.8,7.04,14.8,1
6.62,368.9,259.4,23.4,5.96,40.1,1
6.48,467.7,299.6,20.4,5.33,33.9,0
7.07,442.9,153.2,21.4,7.46,29.0,1
7.01,235.0,284.7,22.5,6.22,29.0,1
7.38,287.8,175.0,25.9,5.31,27.5,1
6.79,380.5,208.8,25.8,6.57,21.8,1
5.53,428.2,330.8,23.0,7.17,27.9,0
6.65,412.7,116.6,18.3,4.79,52.1,0
7.64,292.3,216.3,29.4,5.76,43.0,1
6.76,149.5,235.0,24.1,5.7,21.3,1
6.8,180.1,241.6,21.7,6.54,32.7,1
7.79,332.7,163.9,25.8,6.76,31.0,1
6.43,341.1,366.9,25.6,5.34,28.6,0
5.77,168.2,96.4,24.0,4.21,20.0,0
6.87,305.3,316.7,25.4,7.24,34.5,1
6.61,375.7,297.2,21.5,4.66,38.5,0
6.23,161.9,352.1,27.3,6.33,21.7,0
6.86,432.6,72.9,22.0,5.84,49.6,1
7.39,254.7,130.5,23.2,6.19,45.2,1
6.99,450.9,319.4,26.9,7.98,35.5,1
7.25,236.0,49.8,28.6,9.65,17.7,1
8.45,176.8,71.5,29.8,4.04,34.0,0
6.73,245.0,160.9,28.2,7.18,32.8,1
7.22,288.6,215.4,24.0,5.81,35.1,1
6.59,253.4,327.4,20.4,7.26,45.9,1
6.32,274.1,185.2,29.2,7.15,28.2,0
6.53,340.1,151.3,29.1,7.69,50.5,1
6.62,279.5,224.9,23.0,6.34,34.1,1
7.29,292.1,237.6,27.8,4.93,27.1,0
8.88,94.9,235.3,24.0,7.11,54.0,0
6.43,347.0,185.8,29.5,6.14,38.3,0
6.67,289.3,43.6,23.5,5.72,25.5,1
6.95,493.2,126.6,30.9,5.43,30.8,1
7.32,187.3,313.6,27.4,7.21,36.4,1
7.21,83.0,215.0,30.4,7.92,28.5,1
8.03,374.2,174.2,23.6,4.57,31.3,0
5.06,341.6,289.5,26.2,6.75,21.8,0
5.09,179.0,109.6,22.1,5.55,13.1,0
6.6,116.4,182.0,27.5,4.24,31.1,0
7.88,484.5,211.0,27.7,6.18,31.4,1
5.75,469.7,164.7,32.2,5.0,35.3,0
4.59,1.5,208.1,26.4,4.11,24.2,0
7.46,245.0,185.0,27.2,5.06,16.6,1
7.19,499.7,88.1,23.6,4.77,20.3,0
6.13,242.9,214.5,26.6,5.22,40.6,0
6.21,241.1,93.7,23.9,4.41,23.3,0
6.22,266.1,213.2,25.3,5.53,25.6,0
7.09,165.5,309.9,25.5,5.14,26.9,1
6.5,95.4,177.5,23.9,6.45,23.8,1
7.4,426.3,106.3,25.2,6.71,23.1,1
4.72,78.8,189.8,23.9,6.31,21.3,0
6.31,329.7,133.4,23.9,5.72,44.0,0
6.1,406.4,247.6,28.2,5.69,36.8,0
6.79,125.9,188.2,25.5,5.0,42.5,0
6.57,189.1,336.8,26.0,5.02,44.5,1
7.64,445.6,293.0,20.6,6.84,6.5,1
5.51,363.9,187.8,26.3,3.89,33.4,0
7.04,225.9,257.2,26.6,5.9,24.1,1
7.45,444.3,168.5,23.8,5.61,41.2,1
8.49,444.8,202.7,31.3,6.72,22.6,1
6.61,332.3,171.1,18.1,4.29,19.5,0
7.26,192.0,261.3,27.4,6.01,15.7,1
5.56,250.4,314.6,27.1,6.41,27.0,0
5.09,334.4,263.9,26.6,3.71,39.1,0
7.68,277.4,273.8,25.5,4.71,32.6,0
7.0,412.7,273.8,26.7,5.89,18.0,1
7.94,116.4,244.1,27.6,6.62,51.5,1
5.9,120.7,108.9,22.8,6.22,36.5,0
7.42,321.7,336.1,25.9,6.67,37.8,1
8.5,241.0,344.4,24.5,4.7,42.9,0
7.34,224.8,181.3,21.7,4.09,13.6,0
7.22,87.8,170.3,27.2,6.1,20.9,1
7.01,302.3,249.0,23.3,4.52,38.2,0
5.74,293.7,244.1,20.5,4.96,21.9,0
8.08,378.4,183.8,23.4,7.12,27.2,1
6.51,308.3,100.0,22.6,6.23,29.2,1
7.4,284.1,224.5,28.1,5.32,17.2,1
5.75,441.2,244.1,25.5,5.16,26.4,0
6.06,142.5,258.1,29.1,6.75,39.1,0
8.15,364.4,227.9,23.0,6.25,37.3,1
6.72,99.5,178.3,27.6,4.54,41.1,0
8.16,199.4,279.5,33.5,3.66,40.1,0
6.94,154.5,205.3,26.1,8.26,34.1,1
5.53,393.8,162.8,27.6,4.53,33.3,0
7.71,292.2,185.5,27.1,6.63,32.5,1
6.53,298.4,60.3,20.7,7.81,23.7,1
7.56,167.2,185.4,26.8,6.18,19.7,1
7.02,264.0,255.1,25.9,5.28,23.1,1
5.77,208.4,227.2,24.2,4.29,26.7,0
7.13,346.0,321.7,22.3,4.27,23.4,0
8.76,181.1,179.0,27.1,6.45,34.1,0
7.39,459.6,239.0,22.1,7.74,32.0,1
6.95,98.9,263.4,31.4,5.53,33.1,1
7.86,203.2,387.4,25.3,5.33,33.5,1
7.17,501.3,211.6,21.3,6.84,42.0,1
7.17,247.8,116.5,23.5,5.18,29.9,1
6.13,142.2,267.8,24.2,6.33,40.1,0
7.19,326.3,349.3,32.2,6.05,35.2,1
7.83,243.0,174.2,22.3,5.51,41.3,1
6.33,199.7,267.3,24.7,5.98,46.1,0
8.14,168.5,298.3,23.4,8.12,35.8,1
6.93,632.2,281.4,26.5,6.73,31.0,1
6.29,269.8,210.0,23.4,7.31,31.0,0
7.8,68.9,144.1,21.6,4.9,25.3,0
6.77,479.2,193.5,24.4,7.32,25.0,1
7.61,373.3,236.7,24.1,6.77,39.0,1
6.77,208.0,272.7,23.2,4.2,20.4,0
6.95,188.0,226.7,23.4,6.65,46.1,1
7.39,380.8,169.6,28.6,5.38,28.5,1
7.23,270.4,244.4,24.0,4.15,58.6,0
5.4,68.9,268.8,21.6,6.16,23.1,0
6.1,514.5,230.4,23.6,6.65,32.5,0
7.74,247.9,133.1,25.2,6.18,26.5,1
6.89,479.5,185.5,21.0,5.87,22.1,1
6.58,453.4,275.8,29.9,5.6,40.6,1
5.91,179.9,89.4,27.6,8.96,18.9,0
6.14,424.0,32.5,29.3,4.58,23.2,0
5.38,221.8,320.6,26.2,7.05,35.9,0
6.92,76.0,240.9,18.7,6.02,37.4,1
6.52,249.0,248.5,29.6,4.97,16.1,0
6.23,347.7,113.9,22.4,5.94,35.8,0
6.95,244.5,259.0,22.7,4.33,31.3,0
7.29,263.2,222.0,25.5,5.29,20.8,1
8.67,437.2,73.3,29.1,5.94,22.1,0
5.79,312.8,313.9,28.2,4.14,9.7,0
7.93,198.8,212.7,27.7,6.61,47.2,1
7.78,384.2,168.3,24.1,4.84,40.2,0
6.38,323.7,169.8,24.0,4.26,17.1,0
7.16,-2.6,38.8,26.0,4.7,38.0,0
6.63,351.4,247.5,24.6,8.61,24.3,1
7.15,347.0,220.9,27.7,3.63,39.1,0
